id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7462609,Bus in Austin · ★4.77 · 1 bedroom · 1 bed · 1 bath,8219026,Benjamin,,78722,30.28713,-97.70897,Entire home/apt,54,3,384,2023-07-25,4.02,2,43,14,
7478179,Villa in Austin · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,11390216,Steven,,78704,30.23304,-97.7496,Entire home/apt,643,3,16,2019-11-03,0.17,1,83,0,
7482140,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,39182818,Michael,,78746,30.26728,-97.7683,Entire home/apt,600,1,0,,,1,0,0,
7492335,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,39239875,Stacy,,78744,30.16464,-97.77936,Entire home/apt,164,1,1,2016-03-04,0.01,1,0,0,
7492691,Rental unit in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,31802084,Grace,,78751,30.30398,-97.73346,Entire home/apt,100,2,18,2016-10-31,0.19,1,0,0,
7495575,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,39257743,Morgan,,78751,30.31235,-97.72326,Entire home/apt,130,1,11,2018-03-26,0.14,1,0,0,
7531639,Condo in Austin · ★4.75 · 1 bedroom · 1 bed · 1 bath,27700273,Ivan And Christina-Ante,,78758,30.40644,-97.70119,Entire home/apt,73,30,334,2023-08-29,3.41,1,88,38,
7532068,Bungalow in Austin · ★4.85 · 1 bedroom · 1 bed · 1 bath,24764247,Jorge,,78703,30.29245,-97.76228,Entire home/apt,123,2,124,2023-07-19,1.98,2,68,17,
7563077,Guesthouse in Austin · ★4.95 · Studio · 1 bed · 1 bath,2156165,Janine,,78722,30.291418075561523,-97.72016906738281,Entire home/apt,125,1,97,2023-01-12,1.50,1,0,19,
7577428,Home in Austin · 1 bedroom · 1 bed · 1 bath,38761921,Renee,,78759,30.36679,-97.74519,Private room,149,1,0,,,1,0,0,
7579302,Home in Austin · ★4.97 · 2 bedrooms · 2 beds · 1 bath,11263914,David,,78722,30.29401,-97.71609,Entire home/apt,145,5,237,2023-05-24,2.60,4,27,26,
7579394,Home in Austin · ★4.97 · 2 bedrooms · 2 beds · 1 bath,11263914,David,,78722,30.29581,-97.71566,Entire home/apt,156,5,225,2023-05-30,2.46,4,0,16,
7582622,Home in Austin · 4 bedrooms · 4 beds · 4.5 baths,39761228,Don,,78735,30.27719,-97.85583,Entire home/apt,3000,5,0,,,1,0,0,
7618643,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,18831974,Andy,,78704,30.24932,-97.74901,Entire home/apt,5000,3,0,,,1,0,0,
7619069,Rental unit in Austin · ★4.69 · 1 bedroom · 1 bed · 1 bath,39960090,Jennifer,,78759,30.40253,-97.74848,Private room,68,1,16,2016-09-17,0.16,1,0,0,
7633129,Rental unit in Austin · 1 bedroom · 2 beds · 1 bath,40043223,Joe,,78704,30.25716,-97.7598,Entire home/apt,500,1,0,,,1,0,0,
7637956,Townhouse in Austin · ★5.0 · 3 bedrooms · 4 beds · 3 baths,26431652,Margo And Frank,,78751,30.30844,-97.72484,Entire home/apt,135,30,6,2022-07-23,0.06,3,266,0,
7649234,Serviced apartment in Austin · ★4.91 · Studio · 1 bed · 1 bath,40137996,WestgateAustin,,78701,30.27408,-97.74287,Entire home/apt,170,30,11,2022-11-11,0.12,1,114,1,
7651943,Home in Austin · 5 bedrooms · 5 beds · 3 baths,40155689,Julie,,78734,30.38812,-97.91895,Entire home/apt,325,4,0,,,1,0,0,
7690676,Home in Austin · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,34910083,Dave,,78723,30.31808,-97.67461,Private room,54,2,286,2023-09-06,2.97,2,126,27,
7699233,Home in Austin · ★4.45 · 1 bedroom · 2 beds · 1 bath,8301700,Pedro,,78758,30.35882,-97.70242,Private room,67,1,11,2016-03-20,0.11,1,0,0,
7702099,Home in Austin · ★4.93 · 1 bedroom · 1 bed · 1 private bath,7404805,Jinny,,78727,30.43992,-97.75195,Private room,52,3,318,2023-07-27,3.23,4,0,43,
7709309,Home in Austin · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1873431,Vania,,78748,30.17752,-97.82268,Private room,38,7,56,2023-07-31,0.62,4,266,2,
7717113,Home in Austin · ★4.77 · 1 bedroom · 1 bed · 1 private bath,39525617,Dawn,,78737,30.22344,-97.91121,Private room,50,1,26,2021-08-28,0.26,1,0,0,
7725153,Home in Austin · 3 bedrooms · 3 beds · 2 baths,40591749,Kevin,,78754,30.3346,-97.64651,Entire home/apt,450,1,0,,,1,0,0,
7729746,Condo in Austin · ★4.93 · 2 bedrooms · 2 beds · 2.5 baths,5552169,Eric,,78703,30.27455,-97.76346,Entire home/apt,249,2,14,2019-03-10,0.14,1,0,0,
7730776,Guesthouse in Austin · ★4.91 · 1 bedroom · 4 beds · 1 bath,28627278,Sue,,78738,30.3067,-97.91958,Entire home/apt,282,2,260,2023-08-22,2.67,6,261,29,
7744414,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,40706489,Amanda,,78722,30.29138,-97.71684,Entire home/apt,260,2,21,2023-07-31,0.80,1,25,5,
7746344,Home in Austin · ★4.96 · 3 bedrooms · 3 beds · 3 baths,40718019,Cullen,,78702,30.2799,-97.71459,Entire home/apt,189,2,73,2023-08-19,0.76,2,61,46,
7746849,Home in Austin · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Private room,45,30,11,2022-02-14,0.12,89,161,0,
7748295,Home in Austin · ★4.97 · 2 bedrooms · 2 beds · 2.5 baths,11997877,Afrand,,78702,30.27635,-97.71055,Entire home/apt,250,2,34,2023-05-16,1.39,1,0,11,
7750051,Home in Austin · ★4.80 · 1 bedroom · 2 beds · 1 bath,76443,Donna,,78734,30.37942,-97.93031,Private room,50,2,5,2016-05-31,0.05,1,0,0,
7750755,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Private room,45,30,12,2023-06-13,0.14,89,162,3,
7787003,Loft in Austin · ★4.90 · 1 bedroom · 1 bed · 1 bath,8137602,Sarah,,78702,30.25803,-97.71425,Entire home/apt,139,30,89,2023-08-18,0.91,1,158,5,
7787682,Condo in Austin · 1 bedroom · 1 bed · 1.5 baths,13866860,Gabriele,,78704,30.23127,-97.78431,Private room,70,1,0,,,1,0,0,
7797703,Condo in Austin · ★4.86 · 2 bedrooms · 2 beds · 2 baths,41039423,Stephen,,78741,30.24238,-97.73176,Entire home/apt,122,2,101,2023-05-21,1.23,2,336,9,
7802292,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 1 bath,8686465,Rene & Thomas,,78745,30.21729,-97.77624,Entire home/apt,174,1,91,2023-08-15,1.05,1,81,27,
7811193,Home in Austin · ★4.89 · 3 bedrooms · 5 beds · 2 baths,7404805,Jinny,,78727,30.43992,-97.75195,Entire home/apt,130,2,198,2023-09-04,2.06,4,108,28,
7818596,Condo in Austin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,41162570,Kelsey,,78704,30.26108,-97.7737,Entire home/apt,750,3,5,2017-10-16,0.05,1,0,0,
7821332,Home in Austin · ★4.95 · 1 bedroom · 1 bed · 1 bath,1120032,Rohit,,78744,30.18872,-97.73976,Private room,45,2,21,2023-04-21,0.21,1,0,2,
7825288,Rental unit in Austin · 3 bedrooms · 3 beds · 2 baths,41201230,Sam,,78704,30.25339,-97.74863,Entire home/apt,600,2,0,,,1,0,0,
7825977,Loft in Austin · ★4.82 · 2 bedrooms · 5 beds · 1 bath,15782486,Lodgewell,,78701,30.26845,-97.74113,Entire home/apt,209,1,202,2023-08-13,2.07,47,158,20,
7826186,Loft in Austin · ★4.82 · 2 bedrooms · 5 beds · 1 bath,15782486,Lodgewell,,78701,30.26646,-97.74069,Entire home/apt,192,1,163,2023-08-28,1.70,47,142,18,
7836170,Bungalow in Austin · ★5.0 · 1 bedroom · 2 beds · 1 bath,41274466,Anna,,78704,30.25728,-97.7665,Entire home/apt,525,3,7,2018-03-12,0.07,1,0,0,
7836824,Home in Austin · ★4.34 · 1 bedroom · 1 bed · 1 bath,41277676,Stephanie,,78702,30.27532,-97.73089,Private room,50,1,71,2016-12-18,0.73,2,0,0,
7837707,Condo in Austin · ★4.91 · 2 bedrooms · 2 beds · 1 bath,41287584,Margie,,78705,30.29027,-97.73448,Entire home/apt,170,2,195,2023-08-26,2.00,3,163,24,
7839215,Home in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,16478941,Jules,,78746,30.27791,-97.79544,Entire home/apt,225,29,62,2023-02-19,0.64,2,274,2,
7844285,Home in Austin · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Private room,45,30,12,2022-07-31,0.13,89,311,0,
7844600,Bungalow in Austin · ★5.0 · 3 bedrooms · 5 beds · 2 baths,41337203,Gillian,,78702,30.257779640130273,-97.72852792008361,Entire home/apt,495,1,5,2023-09-10,2.11,1,344,5,
7853521,Home in Austin · ★3.80 · 1 bedroom · 1 bed · 3 baths,5332273,Phil,,78750,30.38378,-97.79941,Private room,60,1,5,2021-11-21,0.06,2,0,0,
7853960,Home in The Hills · 4 bedrooms · 5 beds · 3.5 baths,41387358,Joe,,78738,30.34412,-97.99329,Entire home/apt,2500,1,0,,,1,0,0,
7856390,Rental unit in Austin · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,41401279,Paige,,78759,30.37893,-97.74305,Entire home/apt,120,2,5,2016-03-22,0.05,1,0,0,
7859434,Home in Austin · ★4.90 · 3 bedrooms · 8 beds · 2 baths,22738209,Lisa,,78728,30.4428,-97.68193,Entire home/apt,378,5,116,2023-06-05,1.19,7,355,2,
7859914,Guest suite in Austin · ★4.92 · 2 bedrooms · 3 beds · 1 bath,72957,Tiffany,,78744,30.19225,-97.73784,Entire home/apt,78,2,863,2023-09-04,8.81,1,222,108,
7872804,Bungalow in Austin · ★4.87 · 2 bedrooms · 4 beds · 1 bath,28723672,Priscilla,,78702,30.25444,-97.71725,Entire home/apt,101,2,166,2023-08-27,1.77,2,131,47,
7881703,Home in Austin · ★4.89 · 1 bedroom · 1 bed · 1 private bath,1804184,Murray,,78704,30.24876,-97.75582,Private room,80,730,27,2018-04-30,0.34,5,179,0,
7884851,Home in Austin · ★4.95 · 3 bedrooms · 3 beds · 2 baths,37601687,Rocio,,78744,30.1982,-97.73388,Entire home/apt,171,3,110,2023-05-21,1.13,3,3,13,
7894111,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 2 baths,35915651,Bobbi,,78751,30.31048,-97.7288,Entire home/apt,250,2,108,2023-09-04,1.13,2,273,16,
7897305,Home in Austin · 1 bedroom · 1 bed · 1.5 baths,41638254,Steve,,78736,30.24117,-97.89935,Private room,150,2,0,,,1,0,0,
7899546,Guesthouse in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,41651643,Kristen,,78704,30.24536,-97.75031,Entire home/apt,200,2,205,2023-05-10,2.10,1,168,14,
7902095,Home in Austin · 2 bedrooms · 2 beds · 1 bath,7695770,Nathan,,78703,30.30369,-97.75461,Entire home/apt,240,2,2,2015-11-09,0.02,1,0,0,
7902384,Home in Austin · ★4.96 · 2 bedrooms · 2 beds · 1 bath,41668703,Paula,,78703,30.27955,-97.76369,Entire home/apt,211,2,94,2023-04-17,1.00,1,283,13,
7912925,Home in Austin · ★4.75 · 4 bedrooms · 4 beds · 2 baths,1827958,Bryce And Rachael,,78702,30.26133,-97.73065,Entire home/apt,249,1,4,2023-08-04,0.94,3,94,4,
7915978,Condo in Austin · 3 bedrooms · 5 beds · 2 baths,34613822,Brandon,,78703,30.29936,-97.78114,Entire home/apt,2500,30,0,,,2,0,0,
7916591,Home in Austin · ★New · 2 bedrooms · 3 beds · 2.5 baths,38683676,Sasha,,78745,30.191369253949297,-97.80358356603853,Entire home/apt,251,2,0,,,1,232,0,
7917741,Condo in Austin · 3 bedrooms · 5 beds · 2 baths,34613822,Brandon,,78703,30.29905,-97.78124,Entire home/apt,2500,30,1,2016-03-22,0.01,2,0,0,
7932066,Rental unit in Austin · ★4.94 · 1 bedroom · 2 beds · 1 bath,2946600,Mark,,78704,30.24604,-97.7441,Entire home/apt,149,120,18,2021-11-10,0.20,1,273,0,
7935687,Home in Austin · ★4.75 · 3 bedrooms · 3 beds · 2 baths,41849695,Joanna,,78757,30.3477,-97.74278,Entire home/apt,148,30,8,2016-04-04,0.08,1,363,0,
7936442,Home in Austin · ★4.67 · 1 bedroom · 1 bed · 1 bath,41724825,Kalee,,78702,30.26755,-97.73103,Entire home/apt,150,2,13,2016-05-22,0.13,1,0,0,
7937786,Home in Austin · ★4.97 · 3 bedrooms · 4 beds · 2 baths,41858462,Lynn & Jerry,,78704,30.24491,-97.73755,Entire home/apt,614,2,89,2023-06-25,0.93,1,283,10,
7946971,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,41907775,Nicole,,78757,30.3468,-97.73593,Entire home/apt,200,1,0,,,1,0,0,
7971903,Condo in Austin · ★4.66 · 1 bedroom · 2 beds · 1 bath,42066373,Omar,,78705,30.28803,-97.7508,Entire home/apt,80,3,194,2023-08-26,2.01,1,63,23,
7980411,Rental unit in Austin · 1 bedroom · 2 beds · 1 bath,42120138,Alexander,,78703,30.27448,-97.75861,Entire home/apt,190,2,2,2017-03-15,0.03,2,0,0,
7996932,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,41425644,Hayley,,78745,30.21749,-97.79516,Private room,65,1,15,2020-02-24,0.31,1,0,0,
8032556,Bungalow in Austin · ★4.93 · 3 bedrooms · 4 beds · 2 baths,42412174,Kurt,,78756,30.31488,-97.74456,Entire home/apt,195,3,280,2023-08-22,2.89,1,41,27,
8034552,Home in Austin · ★4.92 · 1 bedroom · 1 private bath,41472829,Audrey,,78752,30.34274,-97.71181,Private room,77,1,65,2023-08-20,0.67,1,345,17,
8034612,Rental unit in Austin · ★4.89 · 1 bedroom · 1 bed · 1 private bath,42422971,Issam,,78731,30.35317,-97.76037,Private room,49,3,9,2017-07-02,0.09,1,0,0,
8063156,Home in Austin · 2 bedrooms · 2 beds · 2 baths,4508373,Sam,,78749,30.20805,-97.84183,Entire home/apt,200,4,0,,,1,0,0,
8067300,Guesthouse in Austin · ★4.90 · 1 bedroom · 2 beds · 1 bath,42610539,Gloria,,78751,30.30253,-97.73618,Entire home/apt,132,2,152,2023-05-21,1.56,4,313,16,
8069972,Rental unit in Austin · ★4.07 · 2 bedrooms · 2 beds · 1 bath,26793416,André,,78741,30.23326,-97.73404,Entire home/apt,95,3,14,2016-05-17,0.14,1,0,0,
8070894,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32229,-97.72521,Private room,45,30,3,2021-10-17,0.04,89,261,0,
8084195,Home in Austin · ★4.71 · 3 bedrooms · 3 beds · 3 baths,479977,David,,78704,30.25852,-97.76299,Entire home/apt,849,2,21,2022-10-24,0.22,1,355,2,
8090183,Loft in Austin · ★4.74 · 1 bedroom · 2 beds · 1 bath,38468201,Adam,,78704,30.26166,-97.77308,Entire home/apt,75,2,47,2018-03-13,0.56,1,0,0,
8090353,Home in Austin · 3 bedrooms · 4 beds · 1 bath,42724477,Emily,,78745,30.20753,-97.76386,Entire home/apt,300,2,0,,,1,0,0,
8101620,Home in Austin · 1 bedroom · 1 bed · 1 bath,42781018,Wesley,,78704,30.24229,-97.76566,Private room,220,2,1,2015-10-05,0.01,1,0,0,
8104469,Home in Austin · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,42790807,Nathan,,78704,30.2454,-97.75576,Entire home/apt,550,28,14,2023-06-25,0.15,1,149,2,
8106607,Home in Austin · ★4.33 · 2 bedrooms · 2 beds · 1.5 baths,33456101,Erni,,78727,30.4394,-97.74338,Entire home/apt,106,30,13,2023-06-17,0.14,1,23,1,
8117242,Home in West Lake Hills · ★4.80 · 4 bedrooms · 5 beds · 3.5 baths,16478941,Jules,,78746,30.27759,-97.79399,Entire home/apt,1000,3,7,2019-02-26,0.08,2,0,0,
8118902,Home in Austin · ★4.93 · 3 bedrooms · 3 beds · 2.5 baths,42873954,Naomi,,78704,30.25653,-97.77409,Entire home/apt,400,3,27,2023-03-18,0.42,1,349,3,
8124387,Home in Austin · ★4.75 · 3 bedrooms · 3 beds · 2 baths,30367301,Amanda K,,78734,30.38326,-97.92954,Entire home/apt,189,1,87,2023-08-20,0.89,1,13,4,
8133062,Home in Austin · ★4.90 · 2 bedrooms · 3 beds · 1 bath,40900923,Nathan,,78703,30.2793,-97.76594,Entire home/apt,161,30,162,2023-04-30,1.67,1,108,1,
8135306,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,23353958,Brady,,78741,30.24222,-97.72461,Entire home/apt,175,4,0,,,1,0,0,
8145614,Home in Austin · ★4.60 · 3 bedrooms · 3 beds · 2 baths,5610701,Natalie,,78724,30.29857,-97.64089,Entire home/apt,163,2,5,2023-08-29,1.92,2,171,5,
8149550,Home in Austin · ★4.94 · 4 bedrooms · 6 beds · 2 baths,172182,Brian & Leah,,78704,30.23003,-97.76258,Entire home/apt,564,2,153,2021-10-03,1.57,4,0,0,
8167068,Bungalow in Austin · ★4.82 · 1 bedroom · 1 bed · 1 bath,26431652,Margo And Frank,,78751,30.31045,-97.7248,Entire home/apt,65,31,17,2023-08-12,0.18,3,295,2,
8171923,Home in Austin · ★4.71 · 1 bedroom · 1 bed · 1 bath,43127920,Neal,,78741,30.22643,-97.70196,Private room,45,3,7,2015-11-02,0.07,1,0,0,
8172036,Home in Austin · 3 bedrooms · 3 beds · 2.5 baths,43128427,Raymond,,78748,30.14598,-97.84254,Entire home/apt,300,3,0,,,1,0,0,
8172120,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,29219698,Rebecca,,78746,30.25861,-97.78812,Entire home/apt,215,1,2,2016-03-17,0.02,1,0,0,
8185376,Home in Austin · ★4.98 · 2 bedrooms · 2 beds · 2 baths,43180153,Theresa,,78704,30.24302,-97.7477,Entire home/apt,200,3,86,2023-03-19,0.94,1,44,5,
8186176,Rental unit in Austin · ★4.97 · Studio · 2 beds · 1 bath,27344698,Lizan,,78756,30.31123,-97.74098,Entire home/apt,132,2,34,2018-10-03,0.35,1,25,0,
8190834,Home in Austin · 1 bedroom · 1 bed · 1 bath,15497096,Shelby,,78745,30.21719,-97.77448,Private room,115,4,0,,,1,0,0,
8208157,Home in Austin · ★4.99 · 1 bedroom · 1 bed · 1 bath,43282813,Andrea,,78736,30.239,-97.99579,Entire home/apt,266,2,312,2023-09-04,3.25,1,314,34,
8213171,Home in Austin · ★4.98 · 4 bedrooms · 5 beds · 2 baths,29961082,Jeff,,78725,30.25846,-97.66777,Entire home/apt,249,2,57,2023-06-10,0.59,1,1,12,
8214182,Rental unit in Austin · ★4.67 · 1 bedroom · 1 bed · 1 bath,21556779,,,78741,30.22839,-97.72529,Private room,27,1,4,2015-09-24,0.04,1,0,0,
8222790,Townhouse in Austin · ★4.88 · 3 bedrooms · 4 beds · 1.5 baths,43359006,Ryan And Angel,,78741,30.22813,-97.73597,Entire home/apt,275,3,112,2023-03-16,1.15,3,330,7,
8227170,Condo in Austin · ★4.68 · 3 bedrooms · 6 beds · 2.5 baths,4929310,Ryan,,78741,30.24484,-97.72905,Entire home/apt,301,1,125,2023-08-20,1.29,30,333,19,
8235178,Bungalow in Austin · ★4.97 · 3 bedrooms · 4 beds · 2 baths,1250939,Kerry,,78704,30.24771,-97.78033,Entire home/apt,199,2,150,2023-08-27,1.63,4,216,20,
8241511,Condo in Austin · 2 bedrooms · 2 beds · 2 baths,5099885,Greg,,78703,30.27477,-97.76204,Entire home/apt,225,365,1,2015-10-05,0.01,1,0,0,
8253159,Guesthouse in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,19747761,Crista,,78731,30.33776,-97.76009,Entire home/apt,109,2,217,2023-08-20,2.25,1,28,24,
8253891,Guesthouse in Austin · ★4.97 · 1 bedroom · 1 bed · 1 bath,12306613,Cindy,,78703,30.27804,-97.75942,Entire home/apt,112,1,249,2023-07-30,2.58,1,24,19,
8268045,Rental unit in Austin · ★4.83 · Studio · 1 bed · 1 bath,43594245,Rocky,,78703,30.27441,-97.75453,Entire home/apt,97,30,59,2023-04-27,0.61,5,81,2,
8274367,Home in Austin · 3 bedrooms · 2 beds · 2 baths,43630700,Daniel,,78752,30.33236,-97.71198,Entire home/apt,150,2,1,2016-03-17,0.01,1,0,0,
8275886,Bungalow in Austin · ★4.69 · 2 bedrooms · 2 beds · 2 baths,2559238,Jessica,,78705,30.29374,-97.7211,Entire home/apt,250,30,67,2023-05-14,0.81,1,87,2,
8276110,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,43641216,Aaron,,78704,30.24384,-97.78054,Private room,100,1,1,2015-10-09,0.01,1,0,0,
8285130,Home in Austin · ★4.71 · 3 bedrooms · 6 beds · 2 baths,43684411,David,,78753,30.37111,-97.67021,Entire home/apt,153,6,30,2017-05-28,0.32,1,0,0,
8291582,Home in Austin · 1 bedroom · 1 bed · 1 bath,406787,Lauren,,78751,30.30561,-97.71953,Entire home/apt,100,2,1,2015-10-06,0.01,1,0,0,
8294952,Home in Austin · ★4.96 · 4 bedrooms · 6 beds · 1 bath,28627278,Sue,,78702,30.27602,-97.71996,Entire home/apt,248,2,195,2023-08-13,2.01,6,199,12,
8301191,Townhouse in Austin · 1 bedroom · 3 beds · 1 bath,43768510,Dorothy,,78756,30.32542,-97.73148,Entire home/apt,85,1,0,,,1,0,0,
8301931,Home in Austin · 1 bedroom · 1 bed · 1 bath,43772214,Jennifer,,78723,30.2934,-97.70705,Private room,185,3,1,2015-10-07,0.01,1,0,0,
8302929,Home in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,41277676,Stephanie,,78702,30.27707,-97.72923,Entire home/apt,225,1,3,2016-03-27,0.03,2,0,0,
8312394,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 bath,26480523,Paul,,78705,30.29396,-97.73604,Private room,135,2,14,2023-04-17,0.14,2,83,7,
8321562,Guesthouse in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,11067414,Yusaf & Sophia,,78704,30.24154168925247,-97.73739901452171,Entire home/apt,109,30,44,2023-07-19,0.46,2,216,4,
8327560,Rental unit in Austin · 2 bedrooms · 2 beds · 1 bath,43899293,Clara,,78704,30.25775,-97.75264,Entire home/apt,1000,2,0,,,1,0,0,
8342413,Home in Austin · 1 bedroom · 1 bed · 1 bath,43973265,Beverly,,78748,30.1639,-97.85255,Private room,107,2,1,2015-10-19,0.01,1,0,0,
8343187,Rental unit in Austin · 1 bedroom · 2 beds · 1 bath,38875285,Brian,,78746,30.26088,-97.78871,Entire home/apt,300,1,0,,,1,0,0,
8356007,Loft in Austin · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,14074351,Ryan,,78702,30.25673,-97.7345,Entire home/apt,479,1,18,2023-04-16,0.23,1,355,3,
8363877,Rental unit in Austin · ★4.72 · Studio · 1 bed · 1 bath,25914657,Jon,,78704,30.22465,-97.75478,Entire home/apt,65,1,303,2023-08-12,3.14,4,62,27,
8364949,Home in Austin · ★4.87 · 4 bedrooms · 4 beds · 2 baths,44087934,Mary Beth,,78759,30.37604,-97.74562,Entire home/apt,120,30,69,2020-09-07,1.03,1,0,0,
8365492,Townhouse in Austin · 3 bedrooms · 4 beds · 2.5 baths,44001852,Heather,,78704,30.25418,-97.76884,Entire home/apt,795,2,1,2016-03-15,0.01,1,0,0,
8370503,Home in Austin · ★5.0 · 4 bedrooms · 6 beds · 3 baths,3528446,Stephanie,,78704,30.24349,-97.74928,Entire home/apt,1499,4,15,2022-10-24,0.16,1,347,2,
8371410,Cabin in Austin · ★4.33 · 1 bedroom · 1 bed · 1 bath,2559411,Jenni,,78737,30.22683,-97.91138,Entire home/apt,70,2,6,2017-03-17,0.07,1,0,0,
8372093,Townhouse in Austin · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,7901807,Kierstin,,78703,30.29824,-97.75659,Entire home/apt,250,4,4,2018-03-18,0.04,1,0,0,
8383427,Condo in Austin · 2 bedrooms · 2 beds · 1.5 baths,22815932,Eric,,78703,30.28931,-97.76839,Entire home/apt,250,3,1,2015-09-30,0.01,1,0,0,
8387546,Townhouse in Austin · ★4.72 · 3 bedrooms · 3 beds · 1.5 baths,2854509,Kevin,,78723,30.30839,-97.68366,Entire home/apt,168,30,61,2023-05-31,0.63,1,344,6,
8388876,Home in Austin · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,8167447,Martin,,78751,30.32197,-97.72521,Private room,45,30,16,2023-07-31,0.18,89,259,4,
8389915,Rental unit in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,44207918,David & Ellen,,78704,30.24509,-97.75798,Entire home/apt,132,2,157,2023-07-29,1.62,1,92,22,
8390607,Rental unit in Austin · ★4.64 · 1 bedroom · 1 bed · 1 bath,44211423,Diamantina,,78703,30.27559,-97.7617,Entire home/apt,131,4,165,2023-09-05,1.70,1,20,19,
8392052,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,8761676,Kate,,78702,30.26339,-97.72609,Entire home/apt,140,2,2,2017-05-25,0.02,1,0,0,
8404063,Home in Austin · 3 bedrooms · 2 beds · 1.5 baths,44273172,Melody,,78745,30.21299,-97.76714,Entire home/apt,500,1,2,2015-10-26,0.02,1,0,0,
8423582,Home in Austin · ★4.93 · 4 bedrooms · 10 beds · 3.5 baths,1727320,Dana,,78702,30.25882,-97.72362,Entire home/apt,1313,3,246,2023-09-04,2.55,1,323,30,
8427205,Home in Austin · ★4.80 · 3 bedrooms · 3 beds · 1 bath,28883139,Amanda,,78745,30.20422,-97.79965,Entire home/apt,100,1,144,2020-03-16,1.49,1,0,0,
8429604,Guesthouse in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,44392109,Anthony,,78704,30.24167,-97.73864,Entire home/apt,159,4,116,2023-06-04,1.20,1,88,2,
8437392,Rental unit in Austin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,44425359,Erika,,78704,30.25166,-97.74321,Entire home/apt,180,2,3,2016-08-14,0.03,1,0,0,
8438090,Guesthouse in Austin · ★4.98 · 2 bedrooms · 2 beds · 1 bath,3566686,Sandy,,78745,30.21918,-97.77025,Entire home/apt,192,2,259,2023-09-09,2.69,1,159,42,
8455007,Home in Austin · ★4.93 · 2 bedrooms · 2 beds · 1 bath,37191270,Cali,,78704,30.24349,-97.7428,Entire home/apt,199,2,57,2022-03-18,0.59,8,30,0,
8459820,Condo in Austin · 2 bedrooms · 2 beds · 2 baths,24631514,Alfie,,78746,30.25717,-97.79093,Entire home/apt,211,2,1,2016-09-01,0.01,1,169,0,
8473216,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,43863800,Jewel,,78741,30.23071,-97.72861,Entire home/apt,140,1,2,2015-10-02,0.02,1,0,0,
8480556,Rental unit in Austin · ★4.84 · 1 bedroom · 2 beds · 1 bath,44664003,Tobin,,78704,30.24791,-97.77176,Entire home/apt,81,2,300,2023-07-05,3.10,7,253,23,
8483460,Rental unit in Austin · 2 bedrooms · 2 beds · 2 baths,44624392,Mercedes,,78704,30.26323,-97.77488,Entire home/apt,750,3,0,,,1,0,0,
8485189,Home in Austin · 1 bedroom · 1 bed · 1 bath,25405946,Harold,,78702,30.2713,-97.73184,Entire home/apt,250,1,0,,,1,0,0,
8485494,Home in Austin · 2 bedrooms · 3 beds · 1 bath,13520055,John-Paxton,,78704,30.26179,-97.76891,Entire home/apt,400,4,0,,,1,0,0,
